DATAFLOW,CEN23_YEAR_001,CEN23_GEO_008,CEN23_ETH_004,CEN23_AGE_003,CEN23_GEN_002,OBS_VALUE,OBS_STATUS
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12311,99,99,39.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12311,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12311,99,99,33.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12311,99,99,21.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12311,99,99,24.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12411,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12411,99,99,63.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12411,99,99,36.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12411,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12411,99,99,60.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12411,99,99,57.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12411,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12411,99,99,9.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12411,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12411,99,99,57.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12411,99,99,6.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12411,99,99,42.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12411,99,99,51.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12411,99,99,54.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12411,99,99,84.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12411,99,99,39.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12411,99,99,66.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12411,99,99,21.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12411,99,99,24.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12411,99,99,75.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12411,99,99,21.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12500,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12500,99,99,9.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12500,99,99,21.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12500,99,99,24.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12500,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12500,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12500,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12500,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12500,99,99,6.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12500,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12500,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12500,99,99,6.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12500,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12500,99,99,21.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12500,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12500,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12500,99,99,15.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12500,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12500,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12500,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12500,99,99,33.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12511,99,99,384.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12511,99,99,111.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12511,99,99,78.0,
